LAT,LON,TIME,WIND,PR,STAT
19.50,160.10,08/08/00Z,15,-,TROPICAL DEPRESSION
19.60,160.40,08/08/06Z,15,-,TROPICAL DEPRESSION
19.80,160.80,08/08/12Z,20,-,TROPICAL DEPRESSION
20.30,161.00,08/08/18Z,25,-,TROPICAL DEPRESSION
20.80,161.00,08/09/00Z,30,-,TROPICAL DEPRESSION
21.40,160.90,08/09/06Z,30,-,TROPICAL DEPRESSION
21.90,160.50,08/09/12Z,30,-,TROPICAL DEPRESSION
22.30,160.00,08/09/18Z,30,-,TROPICAL DEPRESSION
22.70,159.40,08/10/00Z,30,-,TROPICAL DEPRESSION
23.10,158.60,08/10/06Z,35,-,TROPICAL STORM
23.50,157.90,08/10/12Z,35,-,TROPICAL STORM
23.90,157.10,08/10/18Z,40,-,TROPICAL STORM
24.20,156.30,08/11/00Z,45,-,TROPICAL STORM
24.50,155.40,08/11/06Z,45,-,TROPICAL STORM
24.80,154.20,08/11/12Z,45,-,TROPICAL STORM
25.20,152.80,08/11/18Z,50,-,TROPICAL STORM
25.80,151.30,08/12/00Z,50,-,TROPICAL STORM
26.30,149.90,08/12/06Z,50,-,TROPICAL STORM
26.80,148.40,08/12/12Z,50,-,TROPICAL STORM
27.10,147.00,08/12/18Z,50,-,TROPICAL STORM
27.30,145.50,08/13/00Z,55,-,TROPICAL STORM
27.30,144.20,08/13/06Z,60,-,TROPICAL STORM
27.20,142.90,08/13/12Z,65,-,TYPHOON-1
27.00,141.70,08/13/18Z,70,-,TYPHOON-1
26.80,140.60,08/14/00Z,75,-,TYPHOON-1
26.60,139.40,08/14/06Z,80,-,TYPHOON-1
26.40,138.20,08/14/12Z,80,-,TYPHOON-1
26.20,136.90,08/14/18Z,85,-,TYPHOON-2
26.10,135.40,08/15/00Z,85,-,TYPHOON-2
25.90,133.90,08/15/06Z,80,-,TYPHOON-1
25.80,132.20,08/15/12Z,75,-,TYPHOON-1
25.70,130.70,08/15/18Z,70,-,TYPHOON-1
25.60,129.10,08/16/00Z,70,-,TYPHOON-1
25.40,127.70,08/16/06Z,65,-,TYPHOON-1
25.20,126.50,08/16/12Z,60,-,TROPICAL STORM
25.00,125.40,08/16/18Z,60,-,TROPICAL STORM
24.90,124.30,08/17/00Z,55,-,TROPICAL STORM
24.90,123.40,08/17/06Z,55,-,TROPICAL STORM
25.00,122.60,08/17/12Z,50,-,TROPICAL STORM
25.10,121.80,08/17/18Z,50,-,TROPICAL STORM
25.10,121.00,08/18/00Z,40,-,TROPICAL STORM
25.00,120.20,08/18/06Z,35,-,TROPICAL STORM
24.70,119.50,08/18/12Z,30,-,TROPICAL DEPRESSION
24.20,119.10,08/18/18Z,30,-,TROPICAL DEPRESSION
23.80,118.80,08/19/00Z,25,-,TROPICAL DEPRESSION
23.50,118.60,08/19/06Z,25,-,TROPICAL DEPRESSION
