LAT,LON,TIME,WIND,PR,STAT
22.30,132.70,08/25/06Z,45,-,TROPICAL STORM
22.60,133.00,08/25/12Z,50,-,TROPICAL STORM
23.00,133.30,08/25/18Z,60,-,TROPICAL STORM
23.70,133.20,08/26/00Z,70,-,TYPHOON-1
24.30,133.00,08/26/06Z,70,-,TYPHOON-1
25.10,132.70,08/26/12Z,70,-,TYPHOON-1
26.00,132.30,08/26/18Z,70,-,TYPHOON-1
27.30,131.70,08/27/00Z,60,-,TROPICAL STORM
28.50,131.30,08/27/06Z,60,-,TROPICAL STORM
29.80,130.90,08/27/12Z,40,-,TROPICAL STORM
31.30,130.70,08/27/18Z,40,-,TROPICAL STORM
32.70,131.40,08/28/00Z,25,-,TROPICAL DEPRESSION
34.10,132.20,08/28/06Z,20,-,TROPICAL DEPRESSION
