LAT,LON,TIME,WIND,PR,STAT
15.10,133.20,07/25/06Z,20,-,TROPICAL DEPRESSION
15.50,132.30,07/25/12Z,20,-,TROPICAL DEPRESSION
15.80,131.30,07/25/18Z,20,-,TROPICAL DEPRESSION
16.30,129.30,07/26/00Z,20,-,TROPICAL DEPRESSION
16.30,127.60,07/26/06Z,20,-,TROPICAL DEPRESSION
16.30,125.80,07/26/12Z,20,-,TROPICAL DEPRESSION
16.30,124.40,07/26/18Z,25,-,TROPICAL DEPRESSION
16.50,123.50,07/27/00Z,25,-,TROPICAL DEPRESSION
16.60,121.80,07/27/06Z,25,-,TROPICAL DEPRESSION
16.70,121.70,07/27/12Z,30,-,TROPICAL DEPRESSION
17.00,122.10,07/27/18Z,30,-,TROPICAL DEPRESSION
17.30,122.40,07/28/00Z,35,-,TROPICAL STORM
17.60,122.70,07/28/06Z,35,-,TROPICAL STORM
18.00,122.70,07/28/12Z,35,-,TROPICAL STORM
18.50,122.50,07/28/18Z,30,-,TROPICAL DEPRESSION
18.80,122.20,07/29/00Z,30,-,TROPICAL DEPRESSION
18.90,121.70,07/29/06Z,25,-,TROPICAL DEPRESSION
