LAT,LON,TIME,WIND,PR,STAT
14.20,133.50,06/19/06Z,25,-,TROPICAL DEPRESSION
14.30,132.50,06/19/12Z,30,-,TROPICAL DEPRESSION
14.50,131.50,06/19/18Z,35,-,TROPICAL STORM
14.80,130.60,06/20/00Z,45,-,TROPICAL STORM
15.10,129.80,06/20/06Z,65,-,TYPHOON-1
15.40,129.00,06/20/12Z,65,-,TYPHOON-1
15.80,128.00,06/20/18Z,75,-,TYPHOON-1
16.20,126.70,06/21/00Z,85,-,TYPHOON-2
16.70,125.50,06/21/06Z,90,-,TYPHOON-2
17.80,124.50,06/21/12Z,95,-,TYPHOON-2
18.70,122.80,06/21/18Z,95,-,TYPHOON-2
19.10,121.20,06/22/00Z,85,-,TYPHOON-2
19.20,120.50,06/22/06Z,80,-,TYPHOON-1
19.60,119.70,06/22/12Z,80,-,TYPHOON-1
20.30,118.90,06/22/18Z,90,-,TYPHOON-2
20.90,117.90,06/23/00Z,100,-,TYPHOON-3
21.40,117.00,06/23/06Z,95,-,TYPHOON-2
21.50,116.20,06/23/12Z,90,-,TYPHOON-2
21.80,115.60,06/23/18Z,85,-,TYPHOON-2
22.20,115.40,06/24/00Z,80,-,TYPHOON-1
22.80,115.30,06/24/06Z,75,-,TYPHOON-1
23.30,115.20,06/24/12Z,50,-,TROPICAL STORM
23.70,115.10,06/24/18Z,40,-,TROPICAL STORM
24.00,114.80,06/25/00Z,30,-,TROPICAL DEPRESSION
24.20,114.50,06/25/06Z,25,-,TROPICAL DEPRESSION
