LAT,LON,TIME,WIND,PR,STAT
12.00,123.00,08/30/12Z,25,-,TROPICAL DEPRESSION
12.80,121.00,08/30/18Z,25,-,TROPICAL DEPRESSION
13.00,119.50,08/31/00Z,30,-,TROPICAL DEPRESSION
13.00,118.20,08/31/06Z,35,-,TROPICAL STORM
13.50,117.20,08/31/12Z,40,-,TROPICAL STORM
14.40,115.80,08/31/18Z,50,-,TROPICAL STORM
14.90,114.70,09/01/00Z,55,-,TROPICAL STORM
15.50,113.70,09/01/06Z,60,-,TROPICAL STORM
15.70,113.00,09/01/12Z,65,-,TYPHOON-1
15.90,112.40,09/01/18Z,65,-,TYPHOON-1
16.20,111.50,09/02/00Z,75,-,TYPHOON-1
16.00,111.10,09/02/06Z,75,-,TYPHOON-1
15.80,110.90,09/02/12Z,70,-,TYPHOON-1
15.60,110.50,09/02/18Z,65,-,TYPHOON-1
15.50,110.20,09/03/00Z,65,-,TYPHOON-1
15.50,109.80,09/03/06Z,75,-,TYPHOON-1
15.50,109.60,09/03/12Z,75,-,TYPHOON-1
15.50,109.40,09/03/18Z,70,-,TYPHOON-1
15.40,108.90,09/04/00Z,70,-,TYPHOON-1
15.10,108.20,09/04/06Z,55,-,TROPICAL STORM
14.90,107.60,09/04/12Z,40,-,TROPICAL STORM
14.80,106.90,09/04/18Z,30,-,TROPICAL DEPRESSION
14.80,106.20,09/05/00Z,-,-,UNKNOWN
14.60,105.10,09/05/06Z,-,-,UNKNOWN
14.30,104.00,09/05/12Z,-,-,UNKNOWN
14.30,103.10,09/05/18Z,-,-,UNKNOWN
14.20,102.20,09/06/00Z,-,-,UNKNOWN
14.20,101.60,09/06/06Z,-,-,UNKNOWN
14.10,100.80,09/06/12Z,-,-,UNKNOWN
