LAT,LON,TIME,WIND,PR,STAT
12.50,130.00,07/28/00Z,15,1004,TROPICAL DEPRESSION
12.70,129.30,07/28/06Z,15,1006,TROPICAL DEPRESSION
13.00,128.70,07/28/12Z,15,1006,TROPICAL DEPRESSION
13.30,128.40,07/28/18Z,15,1004,TROPICAL DEPRESSION
13.60,128.20,07/29/00Z,15,1004,TROPICAL DEPRESSION
13.90,128.00,07/29/06Z,15,1004,TROPICAL DEPRESSION
14.20,127.70,07/29/12Z,15,1004,TROPICAL DEPRESSION
14.40,127.10,07/29/18Z,15,1004,TROPICAL DEPRESSION
14.40,126.40,07/30/00Z,20,1004,TROPICAL DEPRESSION
14.40,125.70,07/30/06Z,20,1004,TROPICAL DEPRESSION
14.50,125.00,07/30/12Z,20,1004,TROPICAL DEPRESSION
14.90,124.00,07/30/18Z,20,1004,TROPICAL DEPRESSION
15.50,123.20,07/31/00Z,25,1002,TROPICAL DEPRESSION
16.30,122.50,07/31/06Z,30,1000,TROPICAL DEPRESSION
16.60,121.40,07/31/12Z,30,1000,TROPICAL DEPRESSION
16.90,120.20,07/31/18Z,30,1000,TROPICAL DEPRESSION
17.10,118.90,08/01/00Z,40,994,TROPICAL STORM
17.40,117.60,08/01/06Z,45,991,TROPICAL STORM
17.70,116.50,08/01/12Z,45,991,TROPICAL STORM
17.90,115.70,08/01/18Z,55,984,TROPICAL STORM
18.30,115.20,08/02/00Z,55,984,TROPICAL STORM
18.80,114.60,08/02/06Z,65,976,TYPHOON-1
19.10,113.80,08/02/12Z,65,976,TYPHOON-1
19.50,113.20,08/02/18Z,65,976,TYPHOON-1
20.20,112.80,08/03/00Z,70,972,TYPHOON-1
20.80,112.30,08/03/06Z,70,972,TYPHOON-1
21.40,111.50,08/03/12Z,65,976,TYPHOON-1
21.90,110.30,08/03/18Z,45,991,TROPICAL STORM
22.50,109.30,08/04/00Z,45,991,TROPICAL STORM
23.10,108.70,08/04/06Z,35,997,TROPICAL STORM
23.70,107.90,08/04/12Z,30,1000,TROPICAL DEPRESSION
24.00,107.50,08/04/18Z,30,1000,TROPICAL DEPRESSION
24.30,107.10,08/05/00Z,25,1002,TROPICAL DEPRESSION
