LAT,LON,TIME,WIND,PR,STAT
29.50,-179.50,08/19/00Z,20,-,TROPICAL DEPRESSION
29.50,-180.00,08/19/06Z,20,-,TROPICAL DEPRESSION
29.60,179.30,08/19/12Z,25,-,TROPICAL DEPRESSION
29.80,177.90,08/19/18Z,30,-,TROPICAL DEPRESSION
29.90,176.30,08/20/00Z,35,-,TROPICAL STORM
30.10,174.70,08/20/06Z,45,-,TROPICAL STORM
30.40,173.10,08/20/12Z,50,-,TROPICAL STORM
30.90,171.50,08/20/18Z,55,-,TROPICAL STORM
31.20,169.90,08/21/00Z,65,-,TYPHOON-1
31.50,168.20,08/21/06Z,65,-,TYPHOON-1
31.80,166.80,08/21/12Z,65,-,TYPHOON-1
32.10,165.20,08/21/18Z,65,-,TYPHOON-1
32.50,163.80,08/22/00Z,70,-,TYPHOON-1
33.10,162.30,08/22/06Z,70,-,TYPHOON-1
33.80,161.10,08/22/12Z,65,-,TYPHOON-1
34.60,159.60,08/22/18Z,60,-,TROPICAL STORM
35.50,158.50,08/23/00Z,50,-,TROPICAL STORM
36.50,157.80,08/23/06Z,40,-,TROPICAL STORM
37.70,157.80,08/23/12Z,35,-,TROPICAL STORM
39.00,158.50,08/23/18Z,30,-,TROPICAL DEPRESSION
39.90,159.50,08/24/00Z,25,-,TROPICAL DEPRESSION
40.50,161.50,08/24/06Z,25,-,TROPICAL DEPRESSION
41.20,164.30,08/24/12Z,25,-,TROPICAL DEPRESSION
