LAT,LON,TIME,WIND,PR,STAT
11.30,124.80,08/20/00Z,20,-,TROPICAL DEPRESSION
11.70,123.80,08/20/06Z,25,-,TROPICAL DEPRESSION
11.90,122.80,08/20/12Z,25,-,TROPICAL DEPRESSION
12.10,121.90,08/20/18Z,30,-,TROPICAL DEPRESSION
12.10,121.00,08/21/00Z,30,-,TROPICAL DEPRESSION
12.20,120.30,08/21/06Z,35,-,TROPICAL STORM
12.30,119.70,08/21/12Z,35,-,TROPICAL STORM
12.00,119.30,08/21/18Z,40,-,TROPICAL STORM
12.00,119.60,08/22/00Z,45,-,TROPICAL STORM
12.20,119.50,08/22/06Z,55,-,TROPICAL STORM
12.40,119.30,08/22/12Z,65,-,TYPHOON-1
12.50,119.10,08/22/18Z,70,-,TYPHOON-1
12.60,118.80,08/23/00Z,75,-,TYPHOON-1
12.60,118.70,08/23/06Z,80,-,TYPHOON-1
12.80,118.70,08/23/12Z,85,-,TYPHOON-2
12.90,119.00,08/23/18Z,85,-,TYPHOON-2
13.40,119.30,08/24/00Z,85,-,TYPHOON-2
14.10,119.60,08/24/06Z,90,-,TYPHOON-2
15.00,119.70,08/24/12Z,85,-,TYPHOON-2
15.90,119.80,08/24/18Z,75,-,TYPHOON-1
17.20,120.20,08/25/00Z,65,-,TYPHOON-1
18.20,119.80,08/25/06Z,55,-,TROPICAL STORM
19.00,119.90,08/25/12Z,50,-,TROPICAL STORM
19.40,120.20,08/25/18Z,50,-,TROPICAL STORM
19.70,120.50,08/26/00Z,45,-,TROPICAL STORM
20.40,121.30,08/26/06Z,40,-,TROPICAL STORM
21.20,121.90,08/26/12Z,40,-,TROPICAL STORM
21.50,122.90,08/26/18Z,35,-,TROPICAL STORM
21.80,124.00,08/27/00Z,30,-,TROPICAL DEPRESSION
22.40,125.00,08/27/06Z,25,-,TROPICAL DEPRESSION
22.80,126.00,08/27/12Z,30,-,TROPICAL DEPRESSION
23.00,127.40,08/27/18Z,30,-,TROPICAL DEPRESSION
23.50,129.20,08/28/00Z,35,-,TROPICAL STORM
24.10,130.60,08/28/06Z,50,-,TROPICAL STORM
24.20,131.50,08/28/12Z,65,-,TYPHOON-1
24.20,131.90,08/28/18Z,70,-,TYPHOON-1
24.30,132.30,08/29/00Z,70,-,TYPHOON-1
24.50,132.40,08/29/06Z,70,-,TYPHOON-1
24.30,132.20,08/29/12Z,70,-,TYPHOON-1
24.00,132.10,08/29/18Z,60,-,TROPICAL STORM
23.60,131.90,08/30/00Z,50,-,TROPICAL STORM
23.30,131.80,08/30/06Z,45,-,TROPICAL STORM
23.00,131.80,08/30/12Z,40,-,TROPICAL STORM
23.00,132.00,08/30/18Z,40,-,TROPICAL STORM
22.80,131.80,08/31/00Z,35,-,TROPICAL STORM
22.90,131.60,08/31/06Z,30,-,TROPICAL DEPRESSION
23.00,131.10,08/31/12Z,30,-,TROPICAL DEPRESSION
23.00,130.50,08/31/18Z,25,-,TROPICAL DEPRESSION
23.00,129.60,09/01/00Z,25,-,TROPICAL DEPRESSION
22.90,128.70,09/01/06Z,20,-,TROPICAL DEPRESSION
22.80,127.80,09/01/12Z,20,-,TROPICAL DEPRESSION
23.00,126.80,09/01/18Z,25,-,TROPICAL DEPRESSION
23.00,125.70,09/02/00Z,25,-,TROPICAL DEPRESSION
22.80,124.60,09/02/06Z,25,-,TROPICAL DEPRESSION
22.50,123.40,09/02/12Z,30,-,TROPICAL DEPRESSION
22.10,122.20,09/02/18Z,30,-,TROPICAL DEPRESSION
21.60,121.10,09/03/00Z,25,-,TROPICAL DEPRESSION
20.90,119.80,09/03/06Z,20,-,TROPICAL DEPRESSION
