LAT,LON,TIME,WIND,PR,STAT
12.80,129.80,10/20/00Z,25,-,TROPICAL DEPRESSION
13.00,128.00,10/20/06Z,25,-,TROPICAL DEPRESSION
13.30,126.20,10/20/12Z,25,-,TROPICAL DEPRESSION
13.90,124.40,10/20/18Z,25,-,TROPICAL DEPRESSION
14.60,122.70,10/21/00Z,30,-,TROPICAL DEPRESSION
16.20,120.90,10/21/06Z,35,-,TROPICAL STORM
16.30,119.30,10/21/12Z,40,-,TROPICAL STORM
16.50,117.60,10/21/18Z,40,-,TROPICAL STORM
17.30,115.80,10/22/00Z,45,-,TROPICAL STORM
17.70,114.00,10/22/06Z,45,-,TROPICAL STORM
17.80,112.30,10/22/12Z,45,-,TROPICAL STORM
17.80,111.00,10/22/18Z,45,-,TROPICAL STORM
17.80,109.80,10/23/00Z,45,-,TROPICAL STORM
17.80,108.60,10/23/06Z,35,-,TROPICAL STORM
17.80,107.50,10/23/12Z,45,-,TROPICAL STORM
17.90,106.30,10/23/18Z,35,-,TROPICAL STORM
