LAT,LON,TIME,WIND,PR,STAT
17.00,138.60,10/24/00Z,30,-,TROPICAL DEPRESSION
18.10,138.00,10/24/06Z,30,-,TROPICAL DEPRESSION
19.20,137.20,10/24/12Z,30,-,TROPICAL DEPRESSION
20.20,136.30,10/24/18Z,35,-,TROPICAL STORM
21.40,136.10,10/25/00Z,35,-,TROPICAL STORM
23.00,136.30,10/25/06Z,40,-,TROPICAL STORM
24.70,137.00,10/25/12Z,40,-,TROPICAL STORM
26.20,137.60,10/25/18Z,40,-,TROPICAL STORM
27.70,138.40,10/26/00Z,35,-,TROPICAL STORM
29.00,139.30,10/26/06Z,25,-,TROPICAL DEPRESSION
29.70,140.20,10/26/12Z,20,-,TROPICAL DEPRESSION
