LAT,LON,TIME,WIND,PR,STAT
22.30,141.30,09/27/12Z,25,-,TROPICAL DEPRESSION
23.20,141.10,09/27/18Z,30,-,TROPICAL DEPRESSION
23.80,140.90,09/28/00Z,35,-,TROPICAL STORM
24.20,140.80,09/28/06Z,40,-,TROPICAL STORM
24.60,140.70,09/28/12Z,45,-,TROPICAL STORM
25.00,140.70,09/28/18Z,45,-,TROPICAL STORM
25.50,140.60,09/29/00Z,45,-,TROPICAL STORM
26.00,140.70,09/29/06Z,40,-,TROPICAL STORM
26.50,140.80,09/29/12Z,40,-,TROPICAL STORM
27.00,141.00,09/29/18Z,35,-,TROPICAL STORM
27.60,141.60,09/30/00Z,30,-,TROPICAL DEPRESSION
28.50,142.80,09/30/06Z,30,-,TROPICAL DEPRESSION
29.60,144.50,09/30/12Z,35,-,TROPICAL STORM
31.10,147.00,09/30/18Z,45,-,TROPICAL STORM
32.50,149.80,10/01/00Z,55,-,TROPICAL STORM
33.90,152.80,10/01/06Z,55,-,TROPICAL STORM
35.10,156.00,10/01/12Z,50,-,TROPICAL STORM
