LAT,LON,TIME,WIND,PR,STAT
13.70,142.30,10/23/18Z,30,-,TROPICAL DEPRESSION
14.70,141.10,10/24/00Z,30,-,TROPICAL DEPRESSION
15.10,140.00,10/24/06Z,35,-,TROPICAL STORM
15.40,139.20,10/24/12Z,35,-,TROPICAL STORM
15.60,138.30,10/24/18Z,35,-,TROPICAL STORM
15.70,137.40,10/25/00Z,40,-,TROPICAL STORM
16.10,136.70,10/25/06Z,40,-,TROPICAL STORM
16.50,135.90,10/25/12Z,40,-,TROPICAL STORM
17.10,135.50,10/25/18Z,40,-,TROPICAL STORM
17.70,135.20,10/26/00Z,40,-,TROPICAL STORM
18.40,135.10,10/26/06Z,45,-,TROPICAL STORM
19.10,135.10,10/26/12Z,45,-,TROPICAL STORM
19.80,135.30,10/26/18Z,45,-,TROPICAL STORM
20.40,135.80,10/27/00Z,50,-,TROPICAL STORM
21.50,136.60,10/27/06Z,55,-,TROPICAL STORM
22.50,137.20,10/27/12Z,60,-,TROPICAL STORM
23.60,137.90,10/27/18Z,65,-,TYPHOON-1
24.80,138.60,10/28/00Z,70,-,TYPHOON-1
26.50,139.80,10/28/06Z,75,-,TYPHOON-1
28.20,141.80,10/28/12Z,75,-,TYPHOON-1
29.50,143.80,10/28/18Z,75,-,TYPHOON-1
31.00,145.90,10/29/00Z,70,-,TYPHOON-1
32.70,148.30,10/29/06Z,65,-,TYPHOON-1
35.10,151.50,10/29/12Z,50,-,TROPICAL STORM
37.30,154.70,10/29/18Z,50,-,TROPICAL STORM
37.50,157.50,10/30/00Z,50,-,TROPICAL STORM
38.00,162.00,10/30/06Z,45,-,TROPICAL STORM
38.20,165.00,10/30/12Z,40,-,TROPICAL STORM
38.00,172.00,10/30/18Z,35,-,TROPICAL STORM
