LAT,LON,TIME,WIND,PR,STAT
13.00,114.00,09/17/12Z,15,-,TROPICAL DEPRESSION
13.30,114.30,09/17/18Z,15,-,TROPICAL DEPRESSION
13.60,114.00,09/18/00Z,15,-,TROPICAL DEPRESSION
13.70,113.60,09/18/06Z,20,-,TROPICAL DEPRESSION
13.60,113.20,09/18/12Z,20,-,TROPICAL DEPRESSION
13.40,112.80,09/18/18Z,20,-,TROPICAL DEPRESSION
13.20,112.50,09/19/00Z,20,-,TROPICAL DEPRESSION
13.00,112.20,09/19/06Z,20,-,TROPICAL DEPRESSION
12.80,111.90,09/19/12Z,20,-,TROPICAL DEPRESSION
12.50,111.60,09/19/18Z,20,-,TROPICAL DEPRESSION
12.40,111.30,09/20/00Z,20,-,TROPICAL DEPRESSION
12.30,111.00,09/20/06Z,20,-,TROPICAL DEPRESSION
12.50,110.70,09/20/12Z,20,-,TROPICAL DEPRESSION
12.70,110.40,09/20/18Z,25,-,TROPICAL DEPRESSION
13.10,110.20,09/21/00Z,25,-,TROPICAL DEPRESSION
13.60,109.90,09/21/06Z,25,-,TROPICAL DEPRESSION
14.30,109.80,09/21/12Z,25,-,TROPICAL DEPRESSION
14.80,110.10,09/21/18Z,25,-,TROPICAL DEPRESSION
15.20,110.60,09/22/00Z,25,-,TROPICAL DEPRESSION
15.40,110.90,09/22/06Z,30,-,TROPICAL DEPRESSION
15.60,111.10,09/22/12Z,30,-,TROPICAL DEPRESSION
15.80,111.30,09/22/18Z,35,-,TROPICAL STORM
15.90,111.30,09/23/00Z,45,-,TROPICAL STORM
16.00,111.20,09/23/06Z,45,-,TROPICAL STORM
16.00,111.10,09/23/12Z,45,-,TROPICAL STORM
16.00,111.00,09/23/18Z,55,-,TROPICAL STORM
16.00,110.80,09/24/00Z,65,-,TYPHOON-1
16.00,110.40,09/24/06Z,75,-,TYPHOON-1
16.00,109.90,09/24/12Z,75,-,TYPHOON-1
16.00,109.40,09/24/18Z,75,-,TYPHOON-1
16.00,108.70,09/25/00Z,75,-,TYPHOON-1
15.80,107.90,09/25/06Z,65,-,TYPHOON-1
15.50,107.10,09/25/12Z,55,-,TROPICAL STORM
15.10,106.30,09/25/18Z,40,-,TROPICAL STORM
14.70,105.60,09/26/00Z,30,-,TROPICAL DEPRESSION
14.30,104.90,09/26/06Z,20,-,TROPICAL DEPRESSION
