LAT,LON,TIME,WIND,PR,STAT
17.50,134.30,10/07/00Z,55,-,TROPICAL STORM
18.50,134.50,10/07/06Z,60,-,TROPICAL STORM
19.20,134.70,10/07/12Z,65,-,TYPHOON-1
19.80,135.20,10/07/18Z,70,-,TYPHOON-1
20.50,135.60,10/08/00Z,70,-,TYPHOON-1
21.40,135.50,10/08/06Z,70,-,TYPHOON-1
22.20,135.50,10/08/12Z,70,-,TYPHOON-1
22.90,135.70,10/08/18Z,75,-,TYPHOON-1
23.80,135.90,10/09/00Z,80,-,TYPHOON-1
24.50,136.10,10/09/06Z,80,-,TYPHOON-1
25.50,136.40,10/09/12Z,85,-,TYPHOON-2
26.50,136.50,10/09/18Z,90,-,TYPHOON-2
27.30,136.30,10/10/00Z,90,-,TYPHOON-2
28.70,136.40,10/10/06Z,90,-,TYPHOON-2
29.90,136.90,10/10/12Z,85,-,TYPHOON-2
31.30,137.50,10/10/18Z,80,-,TYPHOON-1
33.00,138.50,10/11/00Z,80,-,TYPHOON-1
35.10,141.10,10/11/06Z,75,-,TYPHOON-1
38.40,143.80,10/11/12Z,65,-,TYPHOON-1
42.00,148.00,10/11/18Z,60,-,TROPICAL STORM
44.00,151.00,10/12/00Z,50,-,TROPICAL STORM
47.50,154.00,10/12/06Z,55,-,TROPICAL STORM
50.00,157.00,10/12/12Z,65,-,TYPHOON-1
