LAT,LON,TIME,WIND,PR,STAT
17.00,141.70,08/27/12Z,10,-,TROPICAL DEPRESSION
17.70,141.40,08/27/18Z,15,-,TROPICAL DEPRESSION
18.40,141.10,08/28/00Z,15,-,TROPICAL DEPRESSION
19.10,140.50,08/28/06Z,15,-,TROPICAL DEPRESSION
19.60,139.70,08/28/12Z,20,-,TROPICAL DEPRESSION
19.80,138.80,08/28/18Z,20,-,TROPICAL DEPRESSION
19.90,137.80,08/29/00Z,25,-,TROPICAL DEPRESSION
20.00,136.80,08/29/06Z,30,-,TROPICAL DEPRESSION
20.00,135.70,08/29/12Z,30,-,TROPICAL DEPRESSION
20.30,134.80,08/29/18Z,30,-,TROPICAL DEPRESSION
20.90,134.20,08/30/00Z,30,-,TROPICAL DEPRESSION
21.50,133.20,08/30/06Z,35,-,TROPICAL STORM
22.00,131.90,08/30/12Z,35,-,TROPICAL STORM
21.80,130.40,08/30/18Z,40,-,TROPICAL STORM
21.10,129.20,08/31/00Z,45,-,TROPICAL STORM
20.70,128.10,08/31/06Z,55,-,TROPICAL STORM
21.00,127.30,08/31/12Z,60,-,TROPICAL STORM
21.50,126.70,08/31/18Z,65,-,TYPHOON-1
22.10,126.10,09/01/00Z,75,-,TYPHOON-1
22.70,125.70,09/01/06Z,90,-,TYPHOON-2
23.30,125.40,09/01/12Z,100,-,TYPHOON-3
24.00,125.40,09/01/18Z,105,-,TYPHOON-3
24.90,125.70,09/02/00Z,115,-,TYPHOON-4
25.90,126.30,09/02/06Z,130,-,TYPHOON-4
27.00,127.10,09/02/12Z,125,-,TYPHOON-4
28.10,127.90,09/02/18Z,120,-,TYPHOON-4
29.40,129.00,09/03/00Z,120,-,TYPHOON-4
30.90,130.30,09/03/06Z,115,-,TYPHOON-4
32.70,131.80,09/03/12Z,110,-,TYPHOON-3
34.70,133.70,09/03/18Z,75,-,TYPHOON-1
37.20,136.00,09/04/00Z,55,-,TROPICAL STORM
39.30,137.40,09/04/06Z,45,-,TROPICAL STORM
40.60,137.60,09/04/12Z,40,-,TROPICAL STORM
41.60,137.30,09/04/18Z,35,-,TROPICAL STORM
41.80,137.00,09/05/00Z,30,-,TROPICAL DEPRESSION
41.90,136.50,09/05/06Z,25,-,TROPICAL DEPRESSION
