LAT,LON,TIME,WIND,PR,STAT
8.30,126.20,04/22/00Z,20,-,TROPICAL DEPRESSION
8.90,125.40,04/22/06Z,20,-,TROPICAL DEPRESSION
9.50,124.60,04/22/12Z,20,-,TROPICAL DEPRESSION
10.10,123.90,04/22/18Z,20,-,TROPICAL DEPRESSION
10.60,123.30,04/23/00Z,20,-,TROPICAL DEPRESSION
10.80,122.70,04/23/06Z,20,-,TROPICAL DEPRESSION
10.90,122.10,04/23/12Z,25,-,TROPICAL DEPRESSION
11.00,121.80,04/23/18Z,20,-,TROPICAL DEPRESSION
11.00,121.50,04/24/00Z,20,-,TROPICAL DEPRESSION
11.00,121.10,04/24/06Z,20,-,TROPICAL DEPRESSION
11.00,120.70,04/24/12Z,20,-,TROPICAL DEPRESSION
11.10,120.30,04/24/18Z,20,-,TROPICAL DEPRESSION
11.10,119.90,04/25/00Z,20,-,TROPICAL DEPRESSION
11.10,119.50,04/25/06Z,20,-,TROPICAL DEPRESSION
11.10,119.00,04/25/12Z,20,-,TROPICAL DEPRESSION
11.20,118.40,04/25/18Z,25,-,TROPICAL DEPRESSION
11.40,117.80,04/26/00Z,25,-,TROPICAL DEPRESSION
11.70,117.10,04/26/06Z,25,-,TROPICAL DEPRESSION
12.10,116.40,04/26/12Z,25,-,TROPICAL DEPRESSION
12.50,116.00,04/26/18Z,25,-,TROPICAL DEPRESSION
12.80,115.70,04/27/00Z,25,-,TROPICAL DEPRESSION
13.40,115.40,04/27/06Z,20,-,TROPICAL DEPRESSION
14.10,115.20,04/27/12Z,20,-,TROPICAL DEPRESSION
14.70,115.00,04/27/18Z,20,-,TROPICAL DEPRESSION
15.30,114.90,04/28/00Z,20,-,TROPICAL DEPRESSION
