LAT,LON,TIME,WIND,PR,STAT
11.50,136.30,06/25/12Z,30,-,TROPICAL DEPRESSION
11.60,135.50,06/25/18Z,30,-,TROPICAL DEPRESSION
11.80,134.70,06/26/00Z,30,-,TROPICAL DEPRESSION
12.00,134.10,06/26/06Z,35,-,TROPICAL STORM
12.00,133.50,06/26/12Z,35,-,TROPICAL STORM
12.20,133.00,06/26/18Z,40,-,TROPICAL STORM
12.40,132.50,06/27/00Z,40,-,TROPICAL STORM
12.80,131.00,06/27/06Z,45,-,TROPICAL STORM
13.30,129.80,06/27/12Z,45,-,TROPICAL STORM
14.30,128.60,06/27/18Z,50,-,TROPICAL STORM
15.70,127.80,06/28/00Z,50,-,TROPICAL STORM
16.50,127.40,06/28/06Z,55,-,TROPICAL STORM
17.20,127.80,06/28/12Z,60,-,TROPICAL STORM
18.00,127.10,06/28/18Z,65,-,TYPHOON-1
18.80,127.00,06/29/00Z,70,-,TYPHOON-1
19.50,127.00,06/29/06Z,75,-,TYPHOON-1
21.10,127.20,06/29/12Z,75,-,TYPHOON-1
22.70,127.80,06/29/18Z,75,-,TYPHOON-1
24.00,128.90,06/30/00Z,75,-,TYPHOON-1
25.60,129.90,06/30/06Z,75,-,TYPHOON-1
27.00,130.20,06/30/12Z,80,-,TYPHOON-1
28.50,130.50,06/30/18Z,85,-,TYPHOON-2
30.00,131.00,07/01/00Z,100,-,TYPHOON-3
31.20,131.80,07/01/06Z,100,-,TYPHOON-3
32.40,132.30,07/01/12Z,90,-,TYPHOON-2
33.50,133.70,07/01/18Z,80,-,TYPHOON-1
34.40,135.00,07/02/00Z,70,-,TYPHOON-1
35.00,138.80,07/02/06Z,60,-,TROPICAL STORM
35.20,142.50,07/02/12Z,50,-,TROPICAL STORM
35.70,145.00,07/02/18Z,40,-,TROPICAL STORM
36.20,147.50,07/03/00Z,30,-,TROPICAL DEPRESSION
