LAT,LON,TIME,WIND,PR,STAT
6.40,140.00,06/11/18Z,15,1006,TROPICAL DEPRESSION
6.90,139.30,06/12/00Z,15,1006,TROPICAL DEPRESSION
7.30,138.50,06/12/06Z,15,1006,TROPICAL DEPRESSION
7.60,138.00,06/12/12Z,15,1006,TROPICAL DEPRESSION
7.80,137.40,06/12/18Z,25,1002,TROPICAL DEPRESSION
8.10,136.90,06/13/00Z,30,1000,TROPICAL DEPRESSION
8.50,136.40,06/13/06Z,30,1000,TROPICAL DEPRESSION
8.90,136.10,06/13/12Z,30,1000,TROPICAL DEPRESSION
9.20,136.30,06/13/18Z,35,997,TROPICAL STORM
9.40,136.60,06/14/00Z,45,991,TROPICAL STORM
9.60,136.90,06/14/06Z,55,984,TROPICAL STORM
9.90,137.40,06/14/12Z,55,984,TROPICAL STORM
10.70,137.40,06/14/18Z,65,976,TYPHOON-1
11.40,137.40,06/15/00Z,70,972,TYPHOON-1
11.90,137.10,06/15/06Z,90,954,TYPHOON-2
12.70,136.90,06/15/12Z,120,922,TYPHOON-4
13.50,136.80,06/15/18Z,145,892,SUPER TYPHOON-5
14.40,136.50,06/16/00Z,150,885,SUPER TYPHOON-5
15.20,136.00,06/16/06Z,155,879,SUPER TYPHOON-5
15.90,135.60,06/16/12Z,155,879,SUPER TYPHOON-5
16.50,135.10,06/16/18Z,155,879,SUPER TYPHOON-5
17.20,134.60,06/17/00Z,150,885,SUPER TYPHOON-5
17.40,133.70,06/17/06Z,140,898,SUPER TYPHOON-5
17.70,132.80,06/17/12Z,130,910,TYPHOON-4
18.10,132.00,06/17/18Z,120,922,TYPHOON-4
18.70,131.50,06/18/00Z,120,922,TYPHOON-4
19.40,131.00,06/18/06Z,125,916,TYPHOON-4
20.20,130.30,06/18/12Z,130,910,TYPHOON-4
21.20,129.70,06/18/18Z,125,916,TYPHOON-4
22.30,129.40,06/19/00Z,120,922,TYPHOON-4
23.40,129.10,06/19/06Z,120,922,TYPHOON-4
24.50,129.10,06/19/12Z,115,927,TYPHOON-4
25.70,129.40,06/19/18Z,100,944,TYPHOON-3
26.90,129.70,06/20/00Z,90,954,TYPHOON-2
28.20,130.40,06/20/06Z,80,963,TYPHOON-1
29.50,131.30,06/20/12Z,70,972,TYPHOON-1
30.90,132.20,06/20/18Z,65,976,TYPHOON-1
32.80,133.70,06/21/00Z,60,980,TROPICAL STORM
35.40,135.60,06/21/06Z,50,987,TROPICAL STORM
38.60,138.40,06/21/12Z,40,994,TROPICAL STORM
41.50,139.70,06/21/18Z,35,997,TROPICAL STORM
