LAT,LON,TIME,WIND,PR,STAT
16.10,141.40,07/23/18Z,20,-,TROPICAL DEPRESSION
16.20,141.20,07/24/00Z,20,-,TROPICAL DEPRESSION
16.40,141.00,07/24/06Z,20,-,TROPICAL DEPRESSION
16.60,140.90,07/24/12Z,20,-,TROPICAL DEPRESSION
16.80,141.00,07/24/18Z,20,-,TROPICAL DEPRESSION
17.10,141.20,07/25/00Z,25,-,TROPICAL DEPRESSION
17.60,141.50,07/25/06Z,25,-,TROPICAL DEPRESSION
18.20,141.90,07/25/12Z,30,-,TROPICAL DEPRESSION
18.70,142.60,07/25/18Z,30,-,TROPICAL DEPRESSION
19.00,143.20,07/26/00Z,35,-,TROPICAL STORM
19.40,143.80,07/26/06Z,40,-,TROPICAL STORM
19.60,144.10,07/26/12Z,50,-,TROPICAL STORM
19.80,144.40,07/26/18Z,55,-,TROPICAL STORM
20.10,144.60,07/27/00Z,60,-,TROPICAL STORM
20.50,144.80,07/27/06Z,65,-,TYPHOON-1
21.00,145.00,07/27/12Z,75,-,TYPHOON-1
21.60,145.00,07/27/18Z,90,-,TYPHOON-2
22.20,145.00,07/28/00Z,100,-,TYPHOON-3
22.90,144.90,07/28/06Z,115,-,TYPHOON-4
23.50,144.80,07/28/12Z,115,-,TYPHOON-4
24.00,144.70,07/28/18Z,115,-,TYPHOON-4
24.40,144.70,07/29/00Z,115,-,TYPHOON-4
24.90,145.10,07/29/06Z,115,-,TYPHOON-4
25.30,145.60,07/29/12Z,115,-,TYPHOON-4
25.70,146.20,07/29/18Z,105,-,TYPHOON-3
26.10,146.70,07/30/00Z,95,-,TYPHOON-2
26.50,147.20,07/30/06Z,90,-,TYPHOON-2
27.00,148.10,07/30/12Z,90,-,TYPHOON-2
27.50,149.30,07/30/18Z,85,-,TYPHOON-2
28.10,150.70,07/31/00Z,80,-,TYPHOON-1
28.10,150.70,07/31/06Z,80,-,TYPHOON-1
29.90,153.80,07/31/12Z,75,-,TYPHOON-1
31.20,155.40,07/31/18Z,70,-,TYPHOON-1
32.80,156.70,08/01/00Z,65,-,TYPHOON-1
34.40,157.50,08/01/06Z,65,-,TYPHOON-1
36.10,157.90,08/01/12Z,55,-,TROPICAL STORM
37.90,158.10,08/01/18Z,50,-,TROPICAL STORM
39.30,158.40,08/02/00Z,50,-,TROPICAL STORM
41.20,158.50,08/02/06Z,45,-,TROPICAL STORM
43.70,158.50,08/02/12Z,35,-,TROPICAL STORM
46.00,159.20,08/02/18Z,35,-,TROPICAL STORM
48.00,162.00,08/03/00Z,40,-,TROPICAL STORM
49.80,164.40,08/03/06Z,45,-,TROPICAL STORM
52.00,166.00,08/03/12Z,45,-,TROPICAL STORM
