LAT,LON,TIME,WIND,PR,STAT
15.70,118.40,09/14/00Z,20,-,TROPICAL DEPRESSION
15.90,118.90,09/14/06Z,25,-,TROPICAL DEPRESSION
16.10,119.20,09/14/12Z,30,-,TROPICAL DEPRESSION
16.30,119.40,09/14/18Z,30,-,TROPICAL DEPRESSION
16.50,119.40,09/15/00Z,30,-,TROPICAL DEPRESSION
16.60,119.00,09/15/06Z,35,-,TROPICAL STORM
16.80,118.60,09/15/12Z,40,-,TROPICAL STORM
17.20,118.40,09/15/18Z,45,-,TROPICAL STORM
17.70,118.20,09/16/00Z,50,-,TROPICAL STORM
18.00,118.00,09/16/06Z,55,-,TROPICAL STORM
18.40,117.70,09/16/12Z,55,-,TROPICAL STORM
18.70,117.20,09/16/18Z,55,-,TROPICAL STORM
19.10,116.70,09/17/00Z,60,-,TROPICAL STORM
19.30,116.30,09/17/06Z,60,-,TROPICAL STORM
19.40,115.90,09/17/12Z,65,-,TYPHOON-1
19.60,115.60,09/17/18Z,65,-,TYPHOON-1
19.80,115.30,09/18/00Z,70,-,TYPHOON-1
20.10,114.90,09/18/06Z,70,-,TYPHOON-1
20.40,114.30,09/18/12Z,75,-,TYPHOON-1
20.70,113.60,09/18/18Z,75,-,TYPHOON-1
21.00,112.90,09/19/00Z,75,-,TYPHOON-1
21.20,112.20,09/19/06Z,75,-,TYPHOON-1
21.30,111.50,09/19/12Z,70,-,TYPHOON-1
21.40,111.00,09/19/18Z,65,-,TYPHOON-1
21.40,110.60,09/20/00Z,60,-,TROPICAL STORM
21.40,110.20,09/20/06Z,50,-,TROPICAL STORM
21.40,109.80,09/20/12Z,35,-,TROPICAL STORM
21.40,109.50,09/20/18Z,30,-,TROPICAL DEPRESSION
21.40,109.30,09/21/00Z,25,-,TROPICAL DEPRESSION
21.50,109.10,09/21/06Z,20,-,TROPICAL DEPRESSION
21.50,108.90,09/21/12Z,20,-,TROPICAL DEPRESSION
21.20,108.90,09/21/18Z,20,-,TROPICAL DEPRESSION
20.50,109.20,09/22/00Z,20,-,TROPICAL DEPRESSION
19.70,109.60,09/22/06Z,20,-,TROPICAL DEPRESSION
19.00,110.00,09/22/12Z,20,-,TROPICAL DEPRESSION
18.30,110.20,09/22/18Z,20,-,TROPICAL DEPRESSION
18.00,110.50,09/23/00Z,15,-,TROPICAL DEPRESSION
18.00,111.00,09/23/06Z,15,-,TROPICAL DEPRESSION
18.00,111.50,09/23/12Z,20,-,TROPICAL DEPRESSION
18.00,111.90,09/23/18Z,25,-,TROPICAL DEPRESSION
18.00,112.00,09/24/00Z,30,-,TROPICAL DEPRESSION
18.00,111.80,09/24/06Z,30,-,TROPICAL DEPRESSION
17.90,111.60,09/24/12Z,30,-,TROPICAL DEPRESSION
17.80,111.40,09/24/18Z,30,-,TROPICAL DEPRESSION
17.80,111.20,09/25/00Z,25,-,TROPICAL DEPRESSION
18.10,111.30,09/25/06Z,20,-,TROPICAL DEPRESSION
18.40,111.50,09/25/12Z,20,-,TROPICAL DEPRESSION
18.70,111.70,09/25/18Z,20,-,TROPICAL DEPRESSION
19.00,111.80,09/26/00Z,20,-,TROPICAL DEPRESSION
19.00,111.80,09/26/06Z,20,-,TROPICAL DEPRESSION
19.00,111.80,09/26/12Z,20,-,TROPICAL DEPRESSION
19.00,111.80,09/26/18Z,20,-,TROPICAL DEPRESSION
19.00,111.80,09/27/00Z,20,-,TROPICAL DEPRESSION
19.20,111.80,09/27/06Z,20,-,TROPICAL DEPRESSION
19.40,111.90,09/27/12Z,20,-,TROPICAL DEPRESSION
19.60,111.90,09/27/18Z,20,-,TROPICAL DEPRESSION
19.80,112.00,09/28/00Z,15,-,TROPICAL DEPRESSION
19.90,112.10,09/28/06Z,15,-,TROPICAL DEPRESSION
19.90,112.40,09/28/12Z,15,-,TROPICAL DEPRESSION
19.90,112.70,09/28/18Z,15,-,TROPICAL DEPRESSION
20.00,113.00,09/29/00Z,15,-,TROPICAL DEPRESSION
20.20,113.20,09/29/06Z,15,-,TROPICAL DEPRESSION
20.50,113.40,09/29/12Z,15,-,TROPICAL DEPRESSION
