LAT,LON,TIME,WIND,PR,STAT
15.50,111.00,08/04/00Z,25,-,TROPICAL DEPRESSION
15.90,111.70,08/04/06Z,25,-,TROPICAL DEPRESSION
16.40,112.40,08/04/12Z,25,-,TROPICAL DEPRESSION
16.90,113.00,08/04/18Z,25,-,TROPICAL DEPRESSION
17.30,113.40,08/05/00Z,25,-,TROPICAL DEPRESSION
17.70,113.80,08/05/06Z,30,-,TROPICAL DEPRESSION
18.30,114.20,08/05/12Z,35,-,TROPICAL STORM
19.00,114.80,08/05/18Z,40,-,TROPICAL STORM
20.10,115.40,08/06/00Z,40,-,TROPICAL STORM
21.40,116.50,08/06/06Z,40,-,TROPICAL STORM
22.80,117.50,08/06/12Z,35,-,TROPICAL STORM
24.10,118.00,08/06/18Z,30,-,TROPICAL DEPRESSION
25.00,117.60,08/07/00Z,30,-,TROPICAL DEPRESSION
25.50,117.30,08/07/06Z,25,-,TROPICAL DEPRESSION
25.80,117.00,08/07/12Z,20,-,TROPICAL DEPRESSION
26.10,116.90,08/07/18Z,20,-,TROPICAL DEPRESSION
26.30,116.60,08/08/00Z,15,-,TROPICAL DEPRESSION
