LAT,LON,TIME,WIND,PR,STAT
8.20,155.80,06/07/00Z,15,1006,TROPICAL DEPRESSION
8.20,153.80,06/07/06Z,15,1006,TROPICAL DEPRESSION
8.10,152.20,06/07/12Z,15,1006,TROPICAL DEPRESSION
8.20,151.40,06/07/18Z,15,1006,TROPICAL DEPRESSION
8.20,150.80,06/08/00Z,15,1006,TROPICAL DEPRESSION
8.30,150.20,06/08/06Z,15,1006,TROPICAL DEPRESSION
8.40,149.70,06/08/12Z,15,1006,TROPICAL DEPRESSION
8.60,149.10,06/08/18Z,15,1006,TROPICAL DEPRESSION
8.70,148.40,06/09/00Z,15,1006,TROPICAL DEPRESSION
8.80,147.40,06/09/06Z,15,1006,TROPICAL DEPRESSION
8.90,146.30,06/09/12Z,15,1006,TROPICAL DEPRESSION
9.10,145.40,06/09/18Z,20,1004,TROPICAL DEPRESSION
9.40,144.60,06/10/00Z,20,1004,TROPICAL DEPRESSION
9.50,143.80,06/10/06Z,20,1004,TROPICAL DEPRESSION
9.60,142.90,06/10/12Z,20,1004,TROPICAL DEPRESSION
9.60,141.80,06/10/18Z,20,1004,TROPICAL DEPRESSION
9.60,140.70,06/11/00Z,20,1004,TROPICAL DEPRESSION
9.60,139.50,06/11/06Z,20,1004,TROPICAL DEPRESSION
9.40,138.40,06/11/12Z,20,1004,TROPICAL DEPRESSION
9.40,137.20,06/11/18Z,25,1002,TROPICAL DEPRESSION
9.50,135.90,06/12/00Z,25,1002,TROPICAL DEPRESSION
9.80,134.70,06/12/06Z,30,1000,TROPICAL DEPRESSION
10.10,133.80,06/12/12Z,30,1000,TROPICAL DEPRESSION
10.40,132.90,06/12/18Z,30,1000,TROPICAL DEPRESSION
10.80,131.70,06/13/00Z,35,997,TROPICAL STORM
11.30,130.40,06/13/06Z,45,991,TROPICAL STORM
11.50,129.10,06/13/12Z,45,991,TROPICAL STORM
11.50,128.20,06/13/18Z,50,987,TROPICAL STORM
11.40,127.40,06/14/00Z,50,987,TROPICAL STORM
12.00,127.00,06/14/06Z,45,991,TROPICAL STORM
12.40,126.60,06/14/12Z,45,991,TROPICAL STORM
13.10,126.40,06/14/18Z,45,991,TROPICAL STORM
13.80,126.20,06/15/00Z,45,991,TROPICAL STORM
14.40,125.90,06/15/06Z,50,987,TROPICAL STORM
14.90,125.40,06/15/12Z,55,984,TROPICAL STORM
15.60,124.90,06/15/18Z,60,980,TROPICAL STORM
16.50,124.50,06/16/00Z,60,980,TROPICAL STORM
17.30,124.00,06/16/06Z,60,980,TROPICAL STORM
18.10,123.40,06/16/12Z,60,980,TROPICAL STORM
19.00,123.00,06/16/18Z,65,976,TYPHOON-1
20.00,123.10,06/17/00Z,75,967,TYPHOON-1
20.80,123.20,06/17/06Z,75,967,TYPHOON-1
22.10,123.60,06/17/12Z,75,967,TYPHOON-1
23.60,123.80,06/17/18Z,90,954,TYPHOON-2
25.20,123.90,06/18/00Z,100,944,TYPHOON-3
26.20,124.50,06/18/06Z,115,927,TYPHOON-4
27.80,125.40,06/18/12Z,115,927,TYPHOON-4
30.40,127.10,06/18/18Z,85,958,TYPHOON-2
32.50,128.50,06/19/00Z,70,972,TYPHOON-1
35.40,130.10,06/19/06Z,65,976,TYPHOON-1
37.40,132.50,06/19/12Z,55,984,TROPICAL STORM
39.20,134.90,06/19/18Z,45,991,TROPICAL STORM
40.50,137.20,06/20/00Z,45,991,TROPICAL STORM
