LAT,LON,TIME,WIND,PR,STAT
20.00,130.60,07/18/00Z,25,-,TROPICAL DEPRESSION
20.30,131.40,07/18/06Z,50,-,TROPICAL STORM
20.70,132.40,07/18/12Z,50,-,TROPICAL STORM
21.20,133.30,07/18/18Z,50,-,TROPICAL STORM
21.90,134.20,07/19/00Z,50,-,TROPICAL STORM
22.60,135.00,07/19/06Z,85,-,TYPHOON-2
24.40,136.30,07/19/12Z,120,-,TYPHOON-4
26.30,137.60,07/19/18Z,120,-,TYPHOON-4
28.50,138.60,07/20/00Z,90,-,TYPHOON-2
30.50,139.50,07/20/06Z,60,-,TROPICAL STORM
32.40,140.70,07/20/12Z,40,-,TROPICAL STORM
33.60,141.60,07/20/18Z,35,-,TROPICAL STORM
34.70,142.70,07/21/00Z,30,-,TROPICAL DEPRESSION
35.50,144.00,07/21/06Z,30,-,TROPICAL DEPRESSION
36.00,145.50,07/21/12Z,30,-,TROPICAL DEPRESSION
