LAT,LON,TIME,WIND,PR,STAT
16.50,155.80,10/03/00Z,30,-,TROPICAL DEPRESSION
17.10,156.50,10/03/06Z,30,-,TROPICAL DEPRESSION
17.50,156.60,10/03/12Z,30,-,TROPICAL DEPRESSION
17.70,156.10,10/03/18Z,35,-,TROPICAL STORM
18.00,155.50,10/04/00Z,40,-,TROPICAL STORM
18.60,155.00,10/04/06Z,40,-,TROPICAL STORM
19.30,154.50,10/04/12Z,45,-,TROPICAL STORM
20.00,153.80,10/04/18Z,55,-,TROPICAL STORM
20.60,152.90,10/05/00Z,65,-,TYPHOON-1
21.20,151.90,10/05/06Z,65,-,TYPHOON-1
21.80,151.00,10/05/12Z,65,-,TYPHOON-1
22.40,150.30,10/05/18Z,60,-,TROPICAL STORM
23.00,149.70,10/06/00Z,60,-,TROPICAL STORM
23.70,149.20,10/06/06Z,60,-,TROPICAL STORM
24.40,148.70,10/06/12Z,60,-,TROPICAL STORM
25.20,148.20,10/06/18Z,60,-,TROPICAL STORM
26.20,147.70,10/07/00Z,60,-,TROPICAL STORM
27.30,147.40,10/07/06Z,60,-,TROPICAL STORM
28.50,147.30,10/07/12Z,65,-,TYPHOON-1
29.70,147.20,10/07/18Z,65,-,TYPHOON-1
30.90,147.50,10/08/00Z,70,-,TYPHOON-1
32.10,148.30,10/08/06Z,70,-,TYPHOON-1
33.40,149.30,10/08/12Z,65,-,TYPHOON-1
34.60,150.40,10/08/18Z,60,-,TROPICAL STORM
35.90,151.50,10/09/00Z,55,-,TROPICAL STORM
37.30,153.10,10/09/06Z,50,-,TROPICAL STORM
38.70,155.30,10/09/12Z,45,-,TROPICAL STORM
39.90,158.40,10/09/18Z,40,-,TROPICAL STORM
40.90,162.40,10/10/00Z,40,-,TROPICAL STORM
41.60,166.80,10/10/06Z,30,-,TROPICAL DEPRESSION
