LAT,LON,TIME,WIND,PR,STAT
6.00,150.00,09/09/18Z,15,-,TROPICAL DEPRESSION
6.40,147.70,09/10/00Z,15,-,TROPICAL DEPRESSION
6.90,145.80,09/10/06Z,15,-,TROPICAL DEPRESSION
7.30,144.40,09/10/12Z,15,-,TROPICAL DEPRESSION
7.80,143.00,09/10/18Z,15,-,TROPICAL DEPRESSION
8.10,141.80,09/11/00Z,15,-,TROPICAL DEPRESSION
8.30,140.70,09/11/06Z,15,-,TROPICAL DEPRESSION
8.60,140.00,09/11/12Z,15,-,TROPICAL DEPRESSION
9.00,139.10,09/11/18Z,15,-,TROPICAL DEPRESSION
9.30,138.20,09/12/00Z,15,-,TROPICAL DEPRESSION
9.80,137.20,09/12/06Z,15,-,TROPICAL DEPRESSION
10.50,135.80,09/12/12Z,15,-,TROPICAL DEPRESSION
11.20,134.60,09/12/18Z,20,-,TROPICAL DEPRESSION
11.80,133.30,09/13/00Z,20,-,TROPICAL DEPRESSION
12.40,132.00,09/13/06Z,20,-,TROPICAL DEPRESSION
13.40,130.60,09/13/12Z,20,-,TROPICAL DEPRESSION
14.30,129.30,09/13/18Z,20,-,TROPICAL DEPRESSION
15.10,128.30,09/14/00Z,25,-,TROPICAL DEPRESSION
16.00,127.30,09/14/06Z,25,-,TROPICAL DEPRESSION
16.70,126.40,09/14/12Z,25,-,TROPICAL DEPRESSION
17.40,125.50,09/14/18Z,25,-,TROPICAL DEPRESSION
17.90,124.50,09/15/00Z,30,-,TROPICAL DEPRESSION
18.30,123.30,09/15/06Z,35,-,TROPICAL STORM
18.50,122.20,09/15/12Z,40,-,TROPICAL STORM
18.80,121.00,09/15/18Z,45,-,TROPICAL STORM
18.90,119.70,09/16/00Z,50,-,TROPICAL STORM
19.40,118.30,09/16/06Z,55,-,TROPICAL STORM
20.10,116.90,09/16/12Z,60,-,TROPICAL STORM
20.80,115.30,09/16/18Z,65,-,TYPHOON-1
21.50,113.70,09/17/00Z,60,-,TROPICAL STORM
22.10,112.20,09/17/06Z,55,-,TROPICAL STORM
22.70,110.70,09/17/12Z,50,-,TROPICAL STORM
23.20,109.40,09/17/18Z,40,-,TROPICAL STORM
23.60,108.30,09/18/00Z,25,-,TROPICAL DEPRESSION
23.90,107.20,09/18/06Z,20,-,TROPICAL DEPRESSION
24.10,106.30,09/18/12Z,20,-,TROPICAL DEPRESSION
24.20,105.30,09/18/18Z,20,-,TROPICAL DEPRESSION
