LAT,LON,TIME,WIND,PR,STAT
12.30,129.50,07/24/00Z,20,1006,TROPICAL DEPRESSION
12.40,129.00,07/24/06Z,20,1006,TROPICAL DEPRESSION
12.40,128.40,07/24/12Z,20,1007,TROPICAL DEPRESSION
12.70,127.90,07/24/18Z,25,1004,TROPICAL DEPRESSION
13.30,127.30,07/25/00Z,25,1004,TROPICAL DEPRESSION
13.50,126.40,07/25/06Z,30,1000,TROPICAL DEPRESSION
13.80,125.50,07/25/12Z,30,1000,TROPICAL DEPRESSION
14.00,124.70,07/25/18Z,30,1000,TROPICAL DEPRESSION
14.10,124.10,07/26/00Z,35,997,TROPICAL STORM
14.30,123.60,07/26/06Z,40,993,TROPICAL STORM
14.70,123.10,07/26/12Z,45,989,TROPICAL STORM
15.10,122.70,07/26/18Z,50,985,TROPICAL STORM
15.60,122.20,07/27/00Z,65,974,TYPHOON-1
16.50,121.50,07/27/06Z,55,982,TROPICAL STORM
17.50,119.70,07/27/12Z,50,985,TROPICAL STORM
18.10,118.00,07/27/18Z,50,985,TROPICAL STORM
17.80,116.50,07/28/00Z,50,985,TROPICAL STORM
17.80,115.40,07/28/06Z,55,982,TROPICAL STORM
17.90,114.40,07/28/12Z,55,982,TROPICAL STORM
17.90,113.40,07/28/18Z,55,982,TROPICAL STORM
18.20,112.40,07/29/00Z,50,985,TROPICAL STORM
18.80,111.40,07/29/06Z,45,989,TROPICAL STORM
19.60,110.60,07/29/12Z,40,993,TROPICAL STORM
19.70,109.20,07/29/18Z,40,993,TROPICAL STORM
19.80,108.00,07/30/00Z,45,989,TROPICAL STORM
19.60,106.80,07/30/06Z,40,993,TROPICAL STORM
19.10,105.50,07/30/12Z,35,996,TROPICAL STORM
